===============================================================================
Id,,len,datetime,open,high,low,close,volume,openinterest,SMACross,len,datetime,Broker,len,cash,value,BuySell,len,buy,sell,Trades - Net Profit/Loss,len,pnlplus,pnlminus
1606,,1606,2020-03-07 21:00:00,8877.4,8888.84,8865.02,8877.92,903.71,,SMACross,1606,737491.875,Broker,1606,9036.358144469767,9036.358144469767,BuySell,1606,,,Trades - Net Profit/Loss,1606,,
1607,,1607,2020-03-07 22:00:00,8877.92,8919.0,8872.48,8908.28,1071.76,,SMACross,1607,737491.9166666666,Broker,1607,9036.358144469767,9036.358144469767,BuySell,1607,,,Trades - Net Profit/Loss,1607,,
1608,,1608,2020-03-07 23:00:00,8908.28,8912.56,8867.5,8886.66,1092.22,,SMACross,1608,737491.9583333334,Broker,1608,9036.358144469767,9036.358144469767,BuySell,1608,,,Trades - Net Profit/Loss,1608,,
1609,,1609,2020-03-08 00:00:00,8886.66,8886.76,8710.0,8785.43,4787.87,,SMACross,1609,737492.0,Broker,1609,9036.358144469767,9036.358144469767,BuySell,1609,,,Trades - Net Profit/Loss,1609,,
1610,,1610,2020-03-08 01:00:00,8785.43,8788.98,8747.74,8759.79,1503.24,,SMACross,1610,737492.0416666666,Broker,1610,9036.358144469767,9036.358144469767,BuySell,1610,,,Trades - Net Profit/Loss,1610,,
1611,,1611,2020-03-08 02:00:00,8759.79,8774.99,8714.61,8721.7,1542.41,,SMACross,1611,737492.0833333334,Broker,1611,9036.358144469767,9036.358144469767,BuySell,1611,,,Trades - Net Profit/Loss,1611,,
1612,,1612,2020-03-08 03:00:00,8721.7,8755.95,8695.73,8747.58,1759.17,,SMACross,1612,737492.125,Broker,1612,9036.358144469767,9036.358144469767,BuySell,1612,,,Trades - Net Profit/Loss,1612,,
1613,,1613,2020-03-08 04:00:00,8747.58,8750.02,8725.0,8733.39,1232.61,,SMACross,1613,737492.1666666666,Broker,1613,9036.358144469767,9036.358144469767,BuySell,1613,,,Trades - Net Profit/Loss,1613,,
1614,,1614,2020-03-08 05:00:00,8733.39,8742.41,8716.0,8717.47,1214.83,,SMACross,1614,737492.2083333334,Broker,1614,9036.358144469767,9036.358144469767,BuySell,1614,,,Trades - Net Profit/Loss,1614,,
1615,,1615,2020-03-08 06:00:00,8717.47,8730.0,8701.0,8725.11,2087.55,,SMACross,1615,737492.25,Broker,1615,9036.358144469767,9036.358144469767,BuySell,1615,,,Trades - Net Profit/Loss,1615,,
1616,,1616,2020-03-08 07:00:00,8725.11,8754.99,8724.73,8740.29,1470.16,,SMACross,1616,737492.2916666666,Broker,1616,9036.358144469767,9036.358144469767,BuySell,1616,,,Trades - Net Profit/Loss,1616,,
1617,,1617,2020-03-08 08:00:00,8740.29,8741.67,8715.02,8725.58,1414.04,,SMACross,1617,737492.3333333334,Broker,1617,9036.358144469767,9036.358144469767,BuySell,1617,,,Trades - Net Profit/Loss,1617,,
1618,,1618,2020-03-08 09:00:00,8725.58,8744.0,8706.0,8712.74,1207.26,,SMACross,1618,737492.375,Broker,1618,9036.358144469767,9036.358144469767,BuySell,1618,,,Trades - Net Profit/Loss,1618,,
1619,,1619,2020-03-08 10:00:00,8712.74,8744.0,8670.0,8736.11,3811.01,,SMACross,1619,737492.4166666666,Broker,1619,9036.358144469767,9036.358144469767,BuySell,1619,,,Trades - Net Profit/Loss,1619,,
1620,,1620,2020-03-08 11:00:00,8736.11,8752.36,8719.0,8741.53,1433.32,,SMACross,1620,737492.4583333334,Broker,1620,9036.358144469767,9036.358144469767,BuySell,1620,,,Trades - Net Profit/Loss,1620,,
1621,,1621,2020-03-08 12:00:00,8741.53,8747.43,8626.98,8679.72,3497.98,,SMACross,1621,737492.5,Broker,1621,9036.358144469767,9036.358144469767,BuySell,1621,,,Trades - Net Profit/Loss,1621,,
1622,,1622,2020-03-08 13:00:00,8679.72,8694.71,8628.44,8651.4,3225.82,,SMACross,1622,737492.5416666666,Broker,1622,9036.358144469767,9036.358144469767,BuySell,1622,,,Trades - Net Profit/Loss,1622,,
1623,,1623,2020-03-08 14:00:00,8651.4,8672.52,8562.0,8576.55,3906.8,,SMACross,1623,737492.5833333334,Broker,1623,9036.358144469767,9036.358144469767,BuySell,1623,,,Trades - Net Profit/Loss,1623,,
1624,,1624,2020-03-08 15:00:00,8576.55,8605.62,8321.0,8400.83,9661.77,,SMACross,1624,737492.625,Broker,1624,9036.358144469767,9036.358144469767,BuySell,1624,,,Trades - Net Profit/Loss,1624,,
1625,,1625,2020-03-08 16:00:00,8400.83,8403.0,8149.27,8280.11,10832.3,,SMACross,1625,737492.6666666666,Broker,1625,9036.358144469767,9036.358144469767,BuySell,1625,,,Trades - Net Profit/Loss,1625,,
1626,,1626,2020-03-08 17:00:00,8280.11,8354.99,8245.1,8309.91,5047.18,,SMACross,1626,737492.7083333334,Broker,1626,9036.358144469767,9036.358144469767,BuySell,1626,,,Trades - Net Profit/Loss,1626,,
1627,,1627,2020-03-08 18:00:00,8309.91,8318.73,8270.0,8294.92,2180.62,,SMACross,1627,737492.75,Broker,1627,9036.358144469767,9036.358144469767,BuySell,1627,,,Trades - Net Profit/Loss,1627,,
1628,,1628,2020-03-08 19:00:00,8294.92,8301.28,8260.03,8280.11,2567.46,,SMACross,1628,737492.7916666666,Broker,1628,9036.358144469767,9036.358144469767,BuySell,1628,,,Trades - Net Profit/Loss,1628,,
1629,,1629,2020-03-08 20:00:00,8280.11,8300.0,8260.47,8260.72,1474.99,,SMACross,1629,737492.8333333334,Broker,1629,9036.358144469767,9036.358144469767,BuySell,1629,,,Trades - Net Profit/Loss,1629,,
1630,,1630,2020-03-08 21:00:00,8260.72,8280.0,8200.01,8247.74,1887.21,,SMACross,1630,737492.875,Broker,1630,9036.358144469767,9036.358144469767,BuySell,1630,,,Trades - Net Profit/Loss,1630,,
1631,,1631,2020-03-08 22:00:00,8247.74,8277.75,8155.0,8157.47,3052.12,,SMACross,1631,737492.9166666666,Broker,1631,9036.358144469767,9036.358144469767,BuySell,1631,,,Trades - Net Profit/Loss,1631,,
1632,,1632,2020-03-08 23:00:00,8157.47,8246.43,8000.0,8033.31,6739.6,,SMACross,1632,737492.9583333334,Broker,1632,9036.358144469767,9036.358144469767,BuySell,1632,,,Trades - Net Profit/Loss,1632,,
1633,,1633,2020-03-09 00:00:00,8033.31,8179.31,8011.1,8081.54,5042.83,,SMACross,1633,737493.0,Broker,1633,9036.358144469767,9036.358144469767,BuySell,1633,,,Trades - Net Profit/Loss,1633,,
1634,,1634,2020-03-09 01:00:00,8081.54,8132.83,8037.27,8084.93,2961.03,,SMACross,1634,737493.0416666666,Broker,1634,9036.358144469767,9036.358144469767,BuySell,1634,,,Trades - Net Profit/Loss,1634,,
1635,,1635,2020-03-09 02:00:00,8084.93,8095.19,8022.01,8023.42,2460.09,,SMACross,1635,737493.0833333334,Broker,1635,9036.358144469767,9036.358144469767,BuySell,1635,,,Trades - Net Profit/Loss,1635,,
1636,,1636,2020-03-09 03:00:00,8023.42,8100.0,7970.0,8063.52,4088.06,,SMACross,1636,737493.125,Broker,1636,9036.358144469767,9036.358144469767,BuySell,1636,,,Trades - Net Profit/Loss,1636,,
1637,,1637,2020-03-09 04:00:00,8063.52,8066.39,7805.02,7851.32,8438.6,,SMACross,1637,737493.1666666666,Broker,1637,9036.358144469767,9036.358144469767,BuySell,1637,,,Trades - Net Profit/Loss,1637,,
1638,,1638,2020-03-09 05:00:00,7851.32,7967.3,7675.28,7932.05,12017.88,,SMACross,1638,737493.2083333334,Broker,1638,9036.358144469767,9036.358144469767,BuySell,1638,,,Trades - Net Profit/Loss,1638,,
1639,,1639,2020-03-09 06:00:00,7932.05,8002.0,7851.0,7883.49,5558.54,,SMACross,1639,737493.25,Broker,1639,9036.358144469767,9036.358144469767,BuySell,1639,,,Trades - Net Profit/Loss,1639,,
1640,,1640,2020-03-09 07:00:00,7883.49,7940.0,7879.91,7899.71,2894.94,,SMACross,1640,737493.2916666666,Broker,1640,9036.358144469767,9036.358144469767,BuySell,1640,,,Trades - Net Profit/Loss,1640,,
1641,,1641,2020-03-09 08:00:00,7899.71,7991.08,7896.21,7973.7,4019.95,,SMACross,1641,737493.3333333334,Broker,1641,9036.358144469767,9036.358144469767,BuySell,1641,,,Trades - Net Profit/Loss,1641,,
1642,,1642,2020-03-09 09:00:00,7973.7,7975.15,7868.68,7888.54,4425.69,,SMACross,1642,737493.375,Broker,1642,9036.358144469767,9036.358144469767,BuySell,1642,,,Trades - Net Profit/Loss,1642,,
1643,,1643,2020-03-09 10:00:00,7888.54,7929.22,7880.0,7887.63,3095.4,,SMACross,1643,737493.4166666666,Broker,1643,9036.358144469767,9036.358144469767,BuySell,1643,,,Trades - Net Profit/Loss,1643,,
1644,,1644,2020-03-09 11:00:00,7887.63,7888.18,7760.0,7804.92,6740.07,,SMACross,1644,737493.4583333334,Broker,1644,9036.358144469767,9036.358144469767,BuySell,1644,,,Trades - Net Profit/Loss,1644,,
1645,,1645,2020-03-09 12:00:00,7804.92,7946.0,7768.52,7881.45,6805.54,,SMACross,1645,737493.5,Broker,1645,9036.358144469767,9036.358144469767,BuySell,1645,,,Trades - Net Profit/Loss,1645,,
1646,,1646,2020-03-09 13:00:00,7881.45,7891.0,7706.38,7803.09,8057.22,,SMACross,1646,737493.5416666666,Broker,1646,9036.358144469767,9036.358144469767,BuySell,1646,,,Trades - Net Profit/Loss,1646,,
1647,,1647,2020-03-09 14:00:00,7803.09,7841.67,7702.0,7722.5,5838.78,,SMACross,1647,737493.5833333334,Broker,1647,9036.358144469767,9036.358144469767,BuySell,1647,,,Trades - Net Profit/Loss,1647,,
1648,,1648,2020-03-09 15:00:00,7722.5,7776.33,7632.01,7765.32,9920.84,,SMACross,1648,737493.625,Broker,1648,9036.358144469767,9036.358144469767,BuySell,1648,,,Trades - Net Profit/Loss,1648,,
1649,,1649,2020-03-09 16:00:00,7765.32,7878.99,7689.0,7790.26,6537.21,,SMACross,1649,737493.6666666666,Broker,1649,9036.358144469767,9036.358144469767,BuySell,1649,,,Trades - Net Profit/Loss,1649,,
1650,,1650,2020-03-09 17:00:00,7790.26,7796.6,7709.05,7734.35,4401.01,,SMACross,1650,737493.7083333334,Broker,1650,9036.358144469767,9036.358144469767,BuySell,1650,,,Trades - Net Profit/Loss,1650,,
1651,,1651,2020-03-09 18:00:00,7734.35,7784.47,7726.03,7753.54,2666.02,,SMACross,1651,737493.75,Broker,1651,9036.358144469767,9036.358144469767,BuySell,1651,,,Trades - Net Profit/Loss,1651,,
1652,,1652,2020-03-09 19:00:00,7753.54,7903.52,7748.26,7842.03,2949.9,,SMACross,1652,737493.7916666666,Broker,1652,9036.358144469767,9036.358144469767,BuySell,1652,,,Trades - Net Profit/Loss,1652,,
1653,,1653,2020-03-09 20:00:00,7842.03,7888.98,7791.4,7855.82,2560.23,,SMACross,1653,737493.8333333334,Broker,1653,9036.358144469767,9036.358144469767,BuySell,1653,,,Trades - Net Profit/Loss,1653,,
1654,,1654,2020-03-09 21:00:00,7855.82,7881.18,7820.0,7829.82,1282.89,,SMACross,1654,737493.875,Broker,1654,9036.358144469767,9036.358144469767,BuySell,1654,,,Trades - Net Profit/Loss,1654,,
1655,,1655,2020-03-09 22:00:00,7829.82,7899.0,7826.11,7875.13,1701.6,,SMACross,1655,737493.9166666666,Broker,1655,9036.358144469767,9036.358144469767,BuySell,1655,,,Trades - Net Profit/Loss,1655,,
1656,,1656,2020-03-09 23:00:00,7875.13,7947.57,7843.52,7929.87,2504.54,,SMACross,1656,737493.9583333334,Broker,1656,81.41758688167198,9089.595725591205,BuySell,1656,7725.867200000001,,Trades - Net Profit/Loss,1656,,
1657,,1657,2020-03-10 00:00:00,7929.87,7950.21,7894.72,7937.3,2105.49,,SMACross,1657,737494.0,Broker,1657,81.41758688167198,9098.03606112894,BuySell,1657,,,Trades - Net Profit/Loss,1657,,
1658,,1658,2020-03-10 01:00:00,7937.3,7969.87,7892.18,7905.52,2149.55,,SMACross,1658,737494.0416666666,Broker,1658,81.41758688167198,9061.9345990308,BuySell,1658,,,Trades - Net Profit/Loss,1658,,
1659,,1659,2020-03-10 02:00:00,7905.52,7926.92,7850.0,7855.56,2181.7,,SMACross,1659,737494.0833333334,Broker,1659,81.41758688167198,9005.181010408296,BuySell,1659,,,Trades - Net Profit/Loss,1659,,
1660,,1660,2020-03-10 03:00:00,7855.56,7918.47,7854.49,7907.16,1767.63,,SMACross,1660,737494.125,Broker,1660,81.41758688167198,9063.797607144106,BuySell,1660,,,Trades - Net Profit/Loss,1660,,
1661,,1661,2020-03-10 04:00:00,7907.16,7948.35,7905.07,7929.13,2523.48,,SMACross,1661,737494.1666666666,Broker,1661,81.41758688167198,9088.755099979102,BuySell,1661,,,Trades - Net Profit/Loss,1661,,
1662,,1662,2020-03-10 05:00:00,7929.13,7952.65,7906.67,7934.44,2507.4,,SMACross,1662,737494.2083333334,Broker,1662,81.41758688167198,9094.787156736218,BuySell,1662,,,Trades - Net Profit/Loss,1662,,
1663,,1663,2020-03-10 06:00:00,7934.44,7952.29,7914.15,7918.13,2739.8,,SMACross,1663,737494.25,Broker,1663,81.41758688167198,9076.259313853252,BuySell,1663,,,Trades - Net Profit/Loss,1663,,
1664,,1664,2020-03-10 07:00:00,7918.13,7918.19,7866.04,7900.14,3366.64,,SMACross,1664,737494.2916666666,Broker,1664,81.41758688167198,9055.8230236347,BuySell,1664,,,Trades - Net Profit/Loss,1664,,
1665,,1665,2020-03-10 08:00:00,7900.14,7930.0,7888.36,7904.21,2115.38,,SMACross,1665,737494.3333333334,Broker,1665,81.41758688167198,9060.446464501265,BuySell,1665,,,Trades - Net Profit/Loss,1665,,
1666,,1666,2020-03-10 09:00:00,7904.21,7908.55,7875.0,7887.79,2430.53,,SMACross,1666,737494.375,Broker,1666,81.41758688167198,9041.79366375704,BuySell,1666,,,Trades - Net Profit/Loss,1666,,
1667,,1667,2020-03-10 10:00:00,7887.79,8067.03,7881.18,8036.91,7033.68,,SMACross,1667,737494.4166666666,Broker,1667,81.41758688167198,9211.191084401307,BuySell,1667,,,Trades - Net Profit/Loss,1667,,
1668,,1668,2020-03-10 11:00:00,8036.91,8114.1,8032.8,8065.02,5539.95,,SMACross,1668,737494.4583333334,Broker,1668,81.41758688167198,9243.123497855644,BuySell,1668,,,Trades - Net Profit/Loss,1668,,
1669,,1669,2020-03-10 12:00:00,8065.02,8144.93,8060.06,8133.82,4081.52,,SMACross,1669,737494.5,Broker,1669,81.41758688167198,9321.278960170059,BuySell,1669,,,Trades - Net Profit/Loss,1669,,
1670,,1670,2020-03-10 13:00:00,8133.82,8149.0,8017.04,8059.03,5127.48,,SMACross,1670,737494.5416666666,Broker,1670,81.41758688167198,9236.318974319838,BuySell,1670,,,Trades - Net Profit/Loss,1670,,
1671,,1671,2020-03-10 14:00:00,8059.03,8107.05,8021.05,8040.88,3498.54,,SMACross,1671,737494.5833333334,Broker,1671,81.41758688167198,9215.700927212183,BuySell,1671,,,Trades - Net Profit/Loss,1671,,
1672,,1672,2020-03-10 15:00:00,8040.88,8040.99,7739.97,7767.28,10207.99,,SMACross,1672,737494.625,Broker,1672,81.41758688167198,8904.896646845553,BuySell,1672,,,Trades - Net Profit/Loss,1672,,
1673,,1673,2020-03-10 16:00:00,7767.28,7860.0,7728.01,7843.55,5524.89,,SMACross,1673,737494.6666666666,Broker,1673,8896.073167785591,8896.073167785591,BuySell,1673,,7977.9,Trades - Net Profit/Loss,1673,,-140.28497668417842
1674,,1674,2020-03-10 17:00:00,7843.55,7910.19,7821.58,7869.9,4208.9,,SMACross,1674,737494.7083333334,Broker,1674,8896.073167785591,8896.073167785591,BuySell,1674,,,Trades - Net Profit/Loss,1674,,
1675,,1675,2020-03-10 18:00:00,7869.9,7893.15,7801.0,7865.51,3212.12,,SMACross,1675,737494.75,Broker,1675,8896.073167785591,8896.073167785591,BuySell,1675,,,Trades - Net Profit/Loss,1675,,
1676,,1676,2020-03-10 19:00:00,7865.51,7985.0,7847.45,7978.8,3366.46,,SMACross,1676,737494.7916666666,Broker,1676,8896.073167785591,8896.073167785591,BuySell,1676,,,Trades - Net Profit/Loss,1676,,
1677,,1677,2020-03-10 20:00:00,7978.8,8029.06,7892.62,7990.11,3713.1,,SMACross,1677,737494.8333333334,Broker,1677,80.1536192417488,8899.750193522188,BuySell,1677,7774.2307,,Trades - Net Profit/Loss,1677,,
1678,,1678,2020-03-10 21:00:00,7990.11,8038.11,7941.9,7968.97,2318.51,,SMACross,1678,737494.875,Broker,1678,80.1536192417488,8876.415562136603,BuySell,1678,,,Trades - Net Profit/Loss,1678,,
1679,,1679,2020-03-10 22:00:00,7968.97,8015.0,7944.78,7961.85,2113.83,,SMACross,1679,737494.9166666666,Broker,1679,80.1536192417488,8868.556405302857,BuySell,1679,,,Trades - Net Profit/Loss,1679,,
1680,,1680,2020-03-10 23:00:00,7961.85,7964.3,7869.79,7894.56,2948.88,,SMACross,1680,737494.9583333334,Broker,1680,80.1536192417488,8794.28075033899,BuySell,1680,,,Trades - Net Profit/Loss,1680,,
1681,,1681,2020-03-11 00:00:00,7894.56,7954.96,7865.01,7940.48,1549.71,,SMACross,1681,737495.0,Broker,1681,8785.566623207893,8785.566623207893,BuySell,1681,,8074.2844,Trades - Net Profit/Loss,1681,,-110.50654457769599
1682,,1682,2020-03-11 01:00:00,7940.48,7965.49,7897.96,7924.39,2055.31,,SMACross,1682,737495.0416666666,Broker,1682,8785.566623207893,8785.566623207893,BuySell,1682,,,Trades - Net Profit/Loss,1682,,
1683,,1683,2020-03-11 02:00:00,7924.39,7944.48,7885.46,7898.3,1517.48,,SMACross,1683,737495.0833333334,Broker,1683,8785.566623207893,8785.566623207893,BuySell,1683,,,Trades - Net Profit/Loss,1683,,
1684,,1684,2020-03-11 03:00:00,7898.3,7939.0,7878.19,7924.78,1884.66,,SMACross,1684,737495.125,Broker,1684,8785.566623207893,8785.566623207893,BuySell,1684,,,Trades - Net Profit/Loss,1684,,
1685,,1685,2020-03-11 04:00:00,7924.78,7943.42,7896.27,7902.26,1356.17,,SMACross,1685,737495.1666666666,Broker,1685,8785.566623207893,8785.566623207893,BuySell,1685,,,Trades - Net Profit/Loss,1685,,
1686,,1686,2020-03-11 05:00:00,7902.26,7918.02,7826.41,7851.4,2608.0,,SMACross,1686,737495.2083333334,Broker,1686,8785.566623207893,8785.566623207893,BuySell,1686,,,Trades - Net Profit/Loss,1686,,
1687,,1687,2020-03-11 06:00:00,7851.4,7878.6,7813.0,7823.99,2392.6,,SMACross,1687,737495.25,Broker,1687,8785.566623207893,8785.566623207893,BuySell,1687,,,Trades - Net Profit/Loss,1687,,
1688,,1688,2020-03-11 07:00:00,7823.99,7875.0,7815.51,7860.93,2432.11,,SMACross,1688,737495.2916666666,Broker,1688,8785.566623207893,8785.566623207893,BuySell,1688,,,Trades - Net Profit/Loss,1688,,
1689,,1689,2020-03-11 08:00:00,7860.93,7921.12,7781.0,7824.44,5719.0,,SMACross,1689,737495.3333333334,Broker,1689,8785.566623207893,8785.566623207893,BuySell,1689,,,Trades - Net Profit/Loss,1689,,
1690,,1690,2020-03-11 09:00:00,7824.44,7839.92,7798.45,7816.98,2717.68,,SMACross,1690,737495.375,Broker,1690,8785.566623207893,8785.566623207893,BuySell,1690,,,Trades - Net Profit/Loss,1690,,
1691,,1691,2020-03-11 10:00:00,7816.98,7850.0,7750.0,7837.86,5565.45,,SMACross,1691,737495.4166666666,Broker,1691,8785.566623207893,8785.566623207893,BuySell,1691,,,Trades - Net Profit/Loss,1691,,
1692,,1692,2020-03-11 11:00:00,7837.86,7859.97,7801.0,7821.86,2031.99,,SMACross,1692,737495.4583333334,Broker,1692,8785.566623207893,8785.566623207893,BuySell,1692,,,Trades - Net Profit/Loss,1692,,
1693,,1693,2020-03-11 12:00:00,7821.86,7855.28,7802.0,7840.86,2565.4,,SMACross,1693,737495.5,Broker,1693,8785.566623207893,8785.566623207893,BuySell,1693,,,Trades - Net Profit/Loss,1693,,
1694,,1694,2020-03-11 13:00:00,7840.86,7895.87,7831.79,7848.55,2745.39,,SMACross,1694,737495.5416666666,Broker,1694,8785.566623207893,8785.566623207893,BuySell,1694,,,Trades - Net Profit/Loss,1694,,
1695,,1695,2020-03-11 14:00:00,7848.55,7859.35,7777.77,7796.06,3433.03,,SMACross,1695,737495.5833333334,Broker,1695,8785.566623207893,8785.566623207893,BuySell,1695,,,Trades - Net Profit/Loss,1695,,
1696,,1696,2020-03-11 15:00:00,7796.06,7823.4,7736.0,7778.76,4142.23,,SMACross,1696,737495.625,Broker,1696,8785.566623207893,8785.566623207893,BuySell,1696,,,Trades - Net Profit/Loss,1696,,
1697,,1697,2020-03-11 16:00:00,7778.76,7821.04,7750.58,7766.45,4056.35,,SMACross,1697,737495.6666666666,Broker,1697,8785.566623207893,8785.566623207893,BuySell,1697,,,Trades - Net Profit/Loss,1697,,
1698,,1698,2020-03-11 17:00:00,7766.45,7768.54,7647.05,7671.97,7056.2,,SMACross,1698,737495.7083333334,Broker,1698,8785.566623207893,8785.566623207893,BuySell,1698,,,Trades - Net Profit/Loss,1698,,
1699,,1699,2020-03-11 18:00:00,7671.97,7813.67,7590.0,7792.61,10175.5,,SMACross,1699,737495.75,Broker,1699,8785.566623207893,8785.566623207893,BuySell,1699,,,Trades - Net Profit/Loss,1699,,
1700,,1700,2020-03-11 19:00:00,7792.61,7843.0,7750.0,7828.23,4022.53,,SMACross,1700,737495.7916666666,Broker,1700,8785.566623207893,8785.566623207893,BuySell,1700,,,Trades - Net Profit/Loss,1700,,
1701,,1701,2020-03-11 20:00:00,7828.23,7875.29,7817.03,7860.29,2376.01,,SMACross,1701,737495.8333333334,Broker,1701,8785.566623207893,8785.566623207893,BuySell,1701,,,Trades - Net Profit/Loss,1701,,
1702,,1702,2020-03-11 21:00:00,7860.29,7875.0,7798.13,7808.44,1816.64,,SMACross,1702,737495.875,Broker,1702,79.15795527510306,8719.494907841512,BuySell,1702,7681.15805,,Trades - Net Profit/Loss,1702,,
1703,,1703,2020-03-11 22:00:00,7808.44,7980.0,7801.07,7948.4,3363.43,,SMACross,1703,737495.9166666666,Broker,1703,8710.854570888945,8710.854570888945,BuySell,1703,,8099.699999999999,Trades - Net Profit/Loss,1703,,-74.71205231894685
1704,,1704,2020-03-11 23:00:00,7948.4,7974.84,7909.01,7934.52,2359.55,,SMACross,1704,737495.9583333334,Broker,1704,78.48479968371018,8687.171492818386,BuySell,1704,7790.37485,,Trades - Net Profit/Loss,1704,,
1705,,1705,2020-03-12 00:00:00,7934.52,7966.17,7897.63,7913.42,1772.47,,SMACross,1705,737496.0,Broker,1705,78.48479968371018,8664.278704190321,BuySell,1705,,,Trades - Net Profit/Loss,1705,,
1706,,1706,2020-03-12 01:00:00,7913.42,7938.28,7685.0,7713.27,4711.92,,SMACross,1706,737496.0416666666,Broker,1706,78.48479968371018,8447.122702109427,BuySell,1706,,,Trades - Net Profit/Loss,1706,,
1707,,1707,2020-03-12 02:00:00,7713.27,7768.75,7558.0,7644.97,7681.27,,SMACross,1707,737496.0833333334,Broker,1707,8438.754064207002,8438.754064207002,BuySell,1707,,7885.281249999999,Trades - Net Profit/Loss,1707,,-272.10050668194367
1708,,1708,2020-03-12 03:00:00,7644.97,7700.1,7600.0,7662.73,3873.7,,SMACross,1708,737496.125,Broker,1708,8438.754064207002,8438.754064207002,BuySell,1708,,,Trades - Net Profit/Loss,1708,,
1709,,1709,2020-03-12 04:00:00,7662.73,7662.8,7567.0,7624.3,5435.94,,SMACross,1709,737496.1666666666,Broker,1709,8438.754064207002,8438.754064207002,BuySell,1709,,,Trades - Net Profit/Loss,1709,,
1710,,1710,2020-03-12 05:00:00,7624.3,7657.32,7596.61,7646.95,2351.46,,SMACross,1710,737496.2083333334,Broker,1710,8438.754064207002,8438.754064207002,BuySell,1710,,,Trades - Net Profit/Loss,1710,,
1711,,1711,2020-03-12 06:00:00,7646.95,7649.94,7443.58,7494.17,7706.34,,SMACross,1711,737496.25,Broker,1711,8438.754064207002,8438.754064207002,BuySell,1711,,,Trades - Net Profit/Loss,1711,,
1712,,1712,2020-03-12 07:00:00,7494.17,7500.0,7342.43,7392.13,8059.57,,SMACross,1712,737496.2916666666,Broker,1712,8438.754064207002,8438.754064207002,BuySell,1712,,,Trades - Net Profit/Loss,1712,,
1713,,1713,2020-03-12 08:00:00,7392.13,7466.0,7310.0,7377.64,6583.24,,SMACross,1713,737496.3333333334,Broker,1713,8438.754064207002,8438.754064207002,BuySell,1713,,,Trades - Net Profit/Loss,1713,,
1714,,1714,2020-03-12 09:00:00,7377.64,7391.51,7340.0,7354.21,3622.78,,SMACross,1714,737496.375,Broker,1714,8438.754064207002,8438.754064207002,BuySell,1714,,,Trades - Net Profit/Loss,1714,,
1715,,1715,2020-03-12 10:00:00,7354.21,7367.03,5550.0,6014.9,28792.66,,SMACross,1715,737496.4166666666,Broker,1715,8438.754064207002,8438.754064207002,BuySell,1715,,,Trades - Net Profit/Loss,1715,,
1716,,1716,2020-03-12 11:00:00,6014.9,6466.0,5750.0,6067.01,26427.58,,SMACross,1716,737496.4583333334,Broker,1716,8438.754064207002,8438.754064207002,BuySell,1716,,,Trades - Net Profit/Loss,1716,,
1717,,1717,2020-03-12 12:00:00,6067.01,6307.59,5900.0,6028.1,18013.69,,SMACross,1717,737496.5,Broker,1717,8438.754064207002,8438.754064207002,BuySell,1717,,,Trades - Net Profit/Loss,1717,,
1718,,1718,2020-03-12 13:00:00,6028.1,6105.0,5734.69,5994.03,14893.08,,SMACross,1718,737496.5416666666,Broker,1718,8438.754064207002,8438.754064207002,BuySell,1718,,,Trades - Net Profit/Loss,1718,,
1719,,1719,2020-03-12 14:00:00,5994.03,6201.0,5900.0,6094.19,13801.79,,SMACross,1719,737496.5833333334,Broker,1719,8438.754064207002,8438.754064207002,BuySell,1719,,,Trades - Net Profit/Loss,1719,,
1720,,1720,2020-03-12 15:00:00,6094.19,6150.0,6018.02,6132.13,7856.65,,SMACross,1720,737496.625,Broker,1720,8438.754064207002,8438.754064207002,BuySell,1720,,,Trades - Net Profit/Loss,1720,,
1721,,1721,2020-03-12 16:00:00,6132.13,6187.41,5947.72,6088.59,9297.5,,SMACross,1721,737496.6666666666,Broker,1721,8438.754064207002,8438.754064207002,BuySell,1721,,,Trades - Net Profit/Loss,1721,,
1722,,1722,2020-03-12 17:00:00,6088.59,6229.97,6063.99,6114.61,8343.86,,SMACross,1722,737496.7083333334,Broker,1722,8438.754064207002,8438.754064207002,BuySell,1722,,,Trades - Net Profit/Loss,1722,,
1723,,1723,2020-03-12 18:00:00,6114.61,6150.0,5965.84,5985.61,5389.56,,SMACross,1723,737496.75,Broker,1723,8438.754064207002,8438.754064207002,BuySell,1723,,,Trades - Net Profit/Loss,1723,,
1724,,1724,2020-03-12 19:00:00,5985.61,6095.08,5974.92,6037.45,4024.7,,SMACross,1724,737496.7916666666,Broker,1724,8438.754064207002,8438.754064207002,BuySell,1724,,,Trades - Net Profit/Loss,1724,,
1725,,1725,2020-03-12 20:00:00,6037.45,6059.99,5617.85,5743.43,13593.38,,SMACross,1725,737496.8333333334,Broker,1725,8438.754064207002,8438.754064207002,BuySell,1725,,,Trades - Net Profit/Loss,1725,,
1726,,1726,2020-03-12 21:00:00,5743.43,5890.34,5565.0,5819.97,10708.06,,SMACross,1726,737496.875,Broker,1726,8438.754064207002,8438.754064207002,BuySell,1726,,,Trades - Net Profit/Loss,1726,,
1727,,1727,2020-03-12 22:00:00,5819.97,5965.71,5720.0,5802.7,8612.07,,SMACross,1727,737496.9166666666,Broker,1727,8438.754064207002,8438.754064207002,BuySell,1727,,,Trades - Net Profit/Loss,1727,,
